transaction_id,amount,payment_method,failure_reason,previous_attempts,customer_successful_payments,customer_failed_payments,hours_since_failure,recovery_probability_true,recovered,recovery_status
TXN100317,2763.93,Card,upi_timeout,1,2,1,57.6,0.475,0,Unrecovered
TXN100318,2514.42,UPI,upi_timeout,3,0,5,17.5,0.298,0,Unrecovered
TXN100319,3902.85,UPI,network_error,0,19,4,5.0,0.825,0,Unrecovered
TXN100320,8328.1,UPI,authentication_failed,0,15,4,22.9,0.286,0,Unrecovered
TXN100321,10775.73,UPI,bank_timeout,1,10,0,19.3,0.674,0,Unrecovered
TXN100322,9970.58,NetBanking,card_declined,2,12,5,36.5,0.262,0,Unrecovered
TXN100323,4342.3,UPI,upi_timeout,1,9,5,56.0,0.48,1,Recovered
TXN100324,14331.96,Wallet,bank_timeout,3,2,2,61.8,0.24,0,Unrecovered
TXN100325,11120.61,UPI,upi_timeout,0,8,5,60.8,0.495,1,Recovered
TXN100326,8403.99,UPI,card_declined,1,11,1,26.0,0.48,1,Recovered
TXN100327,9253.08,NetBanking,upi_timeout,1,13,0,49.5,0.665,1,Recovered
TXN100328,6409.5,Card,authentication_failed,2,0,4,22.6,0.05,0,Unrecovered
TXN100329,3865.67,Card,authentication_failed,0,17,5,4.5,0.352,1,Recovered
TXN100330,5467.75,Card,network_error,2,16,0,50.5,0.59,0,Unrecovered
TXN100331,11415.88,Card,network_error,1,8,5,0.8,0.611,0,Unrecovered
TXN100332,412.04,UPI,upi_timeout,0,8,4,29.5,0.622,0,Unrecovered
TXN100333,1916.99,Wallet,bank_timeout,0,9,3,23.8,0.691,1,Recovered
TXN100334,879.89,Wallet,authentication_failed,2,18,4,50.0,0.05,0,Unrecovered
TXN100335,801.83,Card,bank_timeout,0,14,4,55.2,0.65,1,Recovered
TXN100336,12860.67,UPI,bank_timeout,0,4,4,22.0,0.55,1,Recovered
TXN100337,10613.84,Card,upi_timeout,0,14,5,58.5,0.575,0,Unrecovered
TXN100338,7217.25,UPI,bank_timeout,2,19,2,21.2,0.634,1,Recovered
TXN100339,1647.04,UPI,authentication_failed,1,1,4,32.2,0.05,0,Unrecovered
TXN100340,7475.41,UPI,card_declined,2,12,1,52.4,0.345,0,Unrecovered
TXN100341,7206.86,Card,network_error,0,15,1,49.9,0.725,1,Recovered
TXN100342,2762.56,NetBanking,card_declined,1,14,0,71.1,0.47,0,Unrecovered
TXN100343,6620.44,Card,bank_timeout,1,9,2,16.3,0.674,0,Unrecovered
TXN100344,6097.27,Card,card_declined,2,13,0,47.7,0.385,0,Unrecovered
TXN100345,9314.2,UPI,authentication_failed,2,9,1,43.9,0.05,0,Unrecovered
TXN100346,9599.02,UPI,authentication_failed,0,13,1,65.9,0.27,0,Unrecovered
TXN100347,869.54,UPI,bank_timeout,1,8,3,11.3,0.658,1,Recovered
TXN100348,5743.64,Wallet,upi_timeout,0,13,4,54.2,0.645,1,Recovered
TXN100349,9462.35,UPI,card_declined,1,2,1,41.0,0.275,0,Unrecovered
TXN100350,7645.92,NetBanking,upi_timeout,0,19,5,19.8,0.726,1,Recovered
TXN100351,12875.91,Card,upi_timeout,0,15,5,34.2,0.604,0,Unrecovered
TXN100352,9948.32,UPI,insufficient_funds,0,1,0,24.1,0.245,0,Unrecovered
TXN100353,2610.59,Card,bank_timeout,1,9,0,41.8,0.605,1,Recovered
TXN100354,1243.49,Card,network_error,0,2,4,64.0,0.48,0,Unrecovered
TXN100355,9707.45,NetBanking,authentication_failed,1,10,4,41.0,0.07,0,Unrecovered
TXN100356,591.39,Wallet,authentication_failed,0,10,3,45.5,0.175,0,Unrecovered
TXN100357,8869.06,UPI,bank_timeout,0,12,2,37.4,0.693,1,Recovered
TXN100358,14115.35,UPI,network_error,2,6,0,3.8,0.611,1,Recovered
TXN100359,8716.59,Card,authentication_failed,0,16,4,16.8,0.316,0,Unrecovered
TXN100360,5944.3,Wallet,bank_timeout,0,1,0,35.5,0.588,1,Recovered
TXN100361,9720.31,UPI,authentication_failed,1,11,4,22.4,0.173,0,Unrecovered
TXN100362,6981.6,Card,upi_timeout,0,9,1,13.2,0.794,0,Unrecovered
TXN100363,8274.67,Card,card_declined,0,17,0,36.3,0.568,0,Unrecovered
TXN100364,14133.62,Card,card_declined,0,10,1,23.3,0.508,0,Unrecovered
TXN100365,5913.71,UPI,authentication_failed,3,15,0,18.7,0.166,1,Recovered
TXN100366,14425.58,Card,insufficient_funds,1,16,2,33.5,0.202,0,Unrecovered
TXN100367,13599.09,Wallet,network_error,1,18,3,9.7,0.696,1,Recovered
TXN100368,3096.9,UPI,network_error,1,17,5,66.8,0.545,0,Unrecovered
TXN100369,1225.62,UPI,network_error,0,2,5,62.5,0.455,1,Recovered
TXN100370,1690.62,Wallet,upi_timeout,0,15,5,51.0,0.625,0,Unrecovered
TXN100371,468.7,UPI,network_error,2,5,1,7.7,0.601,1,Recovered
TXN100372,1596.85,NetBanking,card_declined,0,11,4,55.9,0.415,0,Unrecovered
TXN100373,10308.18,Card,upi_timeout,0,10,5,58.2,0.525,0,Unrecovered
TXN100374,1252.66,UPI,bank_timeout,0,14,2,55.3,0.7,0,Unrecovered
TXN100375,4920.16,NetBanking,network_error,0,14,5,8.3,0.784,0,Unrecovered
TXN100376,12704.0,UPI,network_error,3,15,0,46.4,0.46,0,Unrecovered
TXN100377,543.45,Card,bank_timeout,0,9,1,60.1,0.66,1,Recovered
TXN100378,12253.95,UPI,network_error,1,11,0,41.6,0.585,1,Recovered
TXN100379,4370.73,Card,bank_timeout,0,12,0,46.6,0.73,0,Unrecovered
TXN100380,1947.96,UPI,upi_timeout,3,3,0,33.1,0.39,0,Unrecovered
TXN100381,10511.41,UPI,card_declined,0,6,3,38.1,0.324,0,Unrecovered
TXN100382,9507.98,Wallet,bank_timeout,0,1,3,2.6,0.677,0,Unrecovered
TXN100383,13186.46,UPI,insufficient_funds,1,14,4,46.0,0.12,0,Unrecovered
TXN100384,11078.79,Card,bank_timeout,1,7,1,6.0,0.67,0,Unrecovered
TXN100385,12091.32,UPI,network_error,0,6,2,31.4,0.583,1,Recovered
TXN100386,4373.39,NetBanking,upi_timeout,0,14,2,21.1,0.794,0,Unrecovered
TXN100387,2825.28,UPI,authentication_failed,0,13,2,39.3,0.249,0,Unrecovered
TXN100388,11308.85,Wallet,upi_timeout,0,7,0,9.7,0.756,0,Unrecovered
TXN100389,12140.96,Card,authentication_failed,0,11,3,49.8,0.14,1,Recovered
TXN100390,14859.47,UPI,bank_timeout,1,12,1,57.3,0.575,1,Recovered
TXN100391,6306.15,UPI,card_declined,0,10,0,11.8,0.641,1,Recovered
TXN100392,5705.24,UPI,insufficient_funds,0,16,3,7.6,0.437,0,Unrecovered
TXN100393,11690.69,Card,upi_timeout,1,16,3,10.6,0.692,1,Recovered
TXN100394,5243.23,UPI,network_error,3,3,5,63.2,0.23,1,Recovered
TXN100395,13975.14,NetBanking,authentication_failed,1,7,5,38.1,0.05,0,Unrecovered
TXN100396,12904.37,UPI,network_error,0,4,1,33.7,0.566,0,Unrecovered
TXN100397,6548.54,UPI,card_declined,0,15,1,7.8,0.686,1,Recovered
TXN100398,11312.64,Card,authentication_failed,3,3,1,46.8,0.05,0,Unrecovered
TXN100399,11366.99,Card,upi_timeout,0,14,0,62.5,0.7,0,Unrecovered
TXN100400,1725.34,UPI,bank_timeout,0,11,4,59.6,0.615,1,Recovered
TXN100401,13557.69,UPI,network_error,1,4,1,45.1,0.455,0,Unrecovered
TXN100402,7677.24,UPI,card_declined,1,15,5,5.5,0.518,1,Recovered
TXN100403,12431.4,Card,upi_timeout,1,13,4,8.2,0.674,1,Recovered
TXN100404,4936.05,Card,upi_timeout,0,9,0,3.6,0.867,1,Recovered
TXN100405,13453.64,Card,upi_timeout,0,6,4,18.6,0.597,1,Recovered
TXN100406,5959.57,NetBanking,upi_timeout,3,12,2,9.9,0.59,1,Recovered
TXN100407,359.41,NetBanking,authentication_failed,0,19,4,18.8,0.306,0,Unrecovered
TXN100408,13599.56,Card,upi_timeout,1,4,1,27.8,0.516,0,Unrecovered
TXN100409,1550.13,NetBanking,network_error,1,2,0,67.9,0.5,1,Recovered
TXN100410,4925.16,UPI,card_declined,1,14,1,44.0,0.445,0,Unrecovered
TXN100411,14260.87,UPI,authentication_failed,0,3,5,60.1,0.05,0,Unrecovered
TXN100412,14268.94,UPI,upi_timeout,0,14,2,51.2,0.65,0,Unrecovered
TXN100413,8686.45,UPI,insufficient_funds,1,13,5,8.2,0.299,0,Unrecovered
TXN100414,9550.82,Card,insufficient_funds,2,19,1,53.0,0.165,0,Unrecovered
TXN100415,6836.44,Wallet,card_declined,3,18,1,19.9,0.386,1,Recovered
TXN100416,4538.81,UPI,bank_timeout,0,12,1,46.1,0.705,0,Unrecovered
TXN100417,5063.56,UPI,bank_timeout,0,9,3,24.6,0.687,1,Recovered
TXN100418,10152.95,Card,authentication_failed,3,4,2,71.8,0.05,0,Unrecovered
TXN100419,11334.9,Wallet,authentication_failed,1,19,1,19.0,0.25,0,Unrecovered
TXN100420,11915.16,UPI,authentication_failed,2,19,1,20.2,0.164,0,Unrecovered
TXN100421,11886.14,Card,bank_timeout,0,5,5,67.0,0.45,0,Unrecovered
TXN100422,1548.94,UPI,insufficient_funds,1,3,5,1.9,0.18,0,Unrecovered
TXN100423,7516.91,UPI,bank_timeout,1,1,1,50.2,0.46,1,Recovered
TXN100424,1050.93,Wallet,network_error,1,15,0,52.3,0.67,1,Recovered
TXN100425,8332.58,Wallet,upi_timeout,0,17,3,60.2,0.675,1,Recovered
TXN100426,6734.09,UPI,authentication_failed,0,4,5,70.2,0.05,0,Unrecovered
TXN100427,13337.91,Wallet,insufficient_funds,1,3,0,70.2,0.065,0,Unrecovered
TXN100428,5392.89,Card,card_declined,0,12,3,4.8,0.631,1,Recovered
TXN100429,1931.71,NetBanking,card_declined,1,18,1,59.2,0.445,0,Unrecovered
TXN100430,2315.42,Card,upi_timeout,3,1,2,46.6,0.275,1,Recovered
TXN100431,11470.12,Card,insufficient_funds,0,12,4,46.6,0.18,0,Unrecovered
TXN100432,9349.25,Card,bank_timeout,2,10,4,9.3,0.594,0,Unrecovered
TXN100433,1695.72,Card,bank_timeout,0,3,1,46.8,0.57,0,Unrecovered
TXN100434,1443.86,UPI,network_error,1,19,5,70.7,0.545,1,Recovered
TXN100435,10574.04,UPI,network_error,3,19,0,65.7,0.46,0,Unrecovered
TXN100436,1275.97,UPI,bank_timeout,0,14,2,31.7,0.741,1,Recovered
TXN100437,12363.35,Card,card_declined,0,3,3,3.0,0.455,1,Recovered
TXN100438,10652.09,UPI,authentication_failed,0,8,1,26.1,0.215,1,Recovered
TXN100439,1403.04,Card,card_declined,0,6,2,59.5,0.39,1,Recovered
TXN100440,1454.68,Wallet,network_error,1,18,2,50.5,0.62,1,Recovered
TXN100441,14802.25,UPI,upi_timeout,2,18,5,33.1,0.449,1,Recovered
TXN100442,5738.58,Card,bank_timeout,0,5,3,4.1,0.73,1,Recovered
TXN100443,5684.87,UPI,network_error,0,5,2,30.8,0.621,1,Recovered
TXN100444,12229.25,NetBanking,network_error,0,19,5,33.8,0.606,1,Recovered
TXN100445,14219.23,UPI,authentication_failed,1,14,0,66.9,0.17,0,Unrecovered
TXN100446,14792.8,Card,bank_timeout,0,14,5,46.2,0.575,0,Unrecovered
TXN100447,11349.75,NetBanking,authentication_failed,1,19,0,22.5,0.258,0,Unrecovered
TXN100448,5768.02,Wallet,bank_timeout,1,8,0,37.9,0.6,1,Recovered
TXN100449,1434.89,Card,authentication_failed,1,3,2,4.8,0.191,0,Unrecovered
TXN100450,11701.55,Card,card_declined,0,17,5,70.0,0.375,1,Recovered
TXN100451,8463.94,Card,upi_timeout,1,17,0,26.0,0.74,0,Unrecovered
TXN100452,6477.91,NetBanking,upi_timeout,0,4,3,34.5,0.563,1,Recovered
TXN100453,13613.95,Card,bank_timeout,0,19,2,25.6,0.722,1,Recovered
TXN100454,1844.83,UPI,insufficient_funds,2,10,5,49.2,0.05,0,Unrecovered
TXN100455,7490.34,Wallet,network_error,1,4,5,47.7,0.405,1,Recovered
TXN100456,367.05,Card,network_error,0,3,4,51.5,0.495,1,Recovered
TXN100457,7135.65,Card,bank_timeout,0,11,5,19.4,0.693,1,Recovered
TXN100458,1032.34,UPI,authentication_failed,0,1,2,22.8,0.151,0,Unrecovered
TXN100459,1957.62,Card,insufficient_funds,0,12,3,9.1,0.41,0,Unrecovered
TXN100460,1938.51,UPI,card_declined,0,9,5,47.2,0.36,1,Recovered
TXN100461,9807.96,Card,authentication_failed,0,8,4,3.0,0.305,0,Unrecovered
TXN100462,11241.21,UPI,authentication_failed,1,9,2,43.1,0.055,0,Unrecovered
TXN100463,8833.44,Card,bank_timeout,1,6,0,62.6,0.56,1,Recovered
TXN100464,14440.12,Wallet,bank_timeout,1,3,1,64.2,0.44,0,Unrecovered
TXN100465,5747.46,UPI,network_error,1,18,1,32.4,0.683,0,Unrecovered
TXN100466,4427.82,Wallet,bank_timeout,0,9,0,33.1,0.72,1,Recovered
TXN100467,13055.14,UPI,bank_timeout,3,2,5,5.6,0.337,1,Recovered
TXN100468,3508.44,NetBanking,bank_timeout,2,18,1,48.3,0.565,0,Unrecovered
TXN100469,14455.66,NetBanking,network_error,2,1,1,59.1,0.33,0,Unrecovered
TXN100470,378.9,Card,card_declined,2,19,0,17.7,0.501,1,Recovered
TXN100471,14554.18,Card,card_declined,3,9,5,30.4,0.118,0,Unrecovered
TXN100472,837.81,NetBanking,bank_timeout,1,1,5,60.4,0.36,1,Recovered
TXN100473,13388.81,UPI,network_error,0,1,0,63.2,0.515,1,Recovered
TXN100474,8009.5,UPI,card_declined,1,16,5,17.6,0.457,0,Unrecovered
TXN100475,14895.87,Card,authentication_failed,1,15,5,39.7,0.05,0,Unrecovered
TXN100476,1291.26,NetBanking,card_declined,1,15,2,13.9,0.55,0,Unrecovered
TXN100477,8396.6,NetBanking,card_declined,1,13,2,7.4,0.578,1,Recovered
TXN100478,14545.65,NetBanking,network_error,0,6,0,65.6,0.59,1,Recovered
TXN100479,7941.37,UPI,authentication_failed,0,10,3,59.1,0.175,0,Unrecovered
TXN100480,9514.73,NetBanking,network_error,2,0,1,54.7,0.365,0,Unrecovered
TXN100481,10496.78,UPI,bank_timeout,1,10,2,3.6,0.702,0,Unrecovered
TXN100482,6926.66,Card,upi_timeout,1,3,1,60.8,0.49,0,Unrecovered
TXN100483,9487.49,UPI,card_declined,0,6,4,31.6,0.382,1,Recovered
TXN100484,8847.44,UPI,upi_timeout,0,14,0,24.7,0.826,1,Recovered
TXN100485,13537.04,UPI,network_error,2,17,3,39.4,0.468,1,Recovered
TXN100486,871.65,UPI,network_error,1,11,4,6.7,0.702,1,Recovered
TXN100487,4357.54,Card,network_error,2,16,4,54.5,0.49,0,Unrecovered
TXN100488,14266.04,UPI,upi_timeout,1,0,5,42.0,0.295,0,Unrecovered
TXN100489,13375.79,UPI,network_error,1,10,4,13.5,0.602,0,Unrecovered
TXN100490,6943.18,UPI,bank_timeout,0,0,0,13.6,0.682,1,Recovered
TXN100491,9377.58,UPI,network_error,1,14,2,13.3,0.754,1,Recovered
TXN100492,4304.52,UPI,insufficient_funds,0,9,0,4.2,0.464,0,Unrecovered
TXN100493,2983.38,UPI,upi_timeout,0,6,2,42.4,0.59,0,Unrecovered
TXN100494,7062.2,Card,insufficient_funds,1,1,4,60.5,0.05,0,Unrecovered
TXN100495,5428.97,Card,network_error,3,9,4,1.4,0.538,1,Recovered
TXN100496,8837.69,Card,bank_timeout,0,3,3,3.6,0.702,1,Recovered
TXN100497,1349.55,Card,card_declined,2,11,2,41.3,0.305,1,Recovered
TXN100498,14621.02,UPI,authentication_failed,0,18,4,59.0,0.15,0,Unrecovered
TXN100499,14795.91,NetBanking,authentication_failed,0,10,5,23.6,0.157,0,Unrecovered
TXN100500,10532.49,Card,network_error,0,7,1,25.2,0.654,0,Unrecovered
TXN100501,8133.76,Card,bank_timeout,0,17,3,43.0,0.675,1,Recovered
TXN100502,4780.32,UPI,upi_timeout,1,10,0,19.8,0.721,1,Recovered
TXN100503,12243.98,UPI,insufficient_funds,0,10,3,2.0,0.365,1,Recovered
TXN100504,10333.71,UPI,insufficient_funds,1,12,1,53.0,0.175,1,Recovered
TXN100505,2605.89,UPI,insufficient_funds,2,2,2,45.1,0.05,0,Unrecovered
TXN100506,13681.63,Card,upi_timeout,0,11,0,41.9,0.665,0,Unrecovered
TXN100507,12373.37,Card,authentication_failed,2,2,0,53.4,0.05,0,Unrecovered
TXN100508,14256.99,Card,bank_timeout,0,9,2,48.6,0.585,0,Unrecovered
TXN100509,10940.37,NetBanking,upi_timeout,1,16,3,14.9,0.67,1,Recovered
TXN100510,9278.16,NetBanking,insufficient_funds,0,1,4,25.4,0.138,0,Unrecovered
TXN100511,6389.42,Card,network_error,0,16,3,9.2,0.829,1,Recovered
TXN100512,14004.31,Wallet,card_declined,0,15,1,9.4,0.628,1,Recovered
TXN100513,13017.61,UPI,upi_timeout,0,1,5,48.7,0.39,0,Unrecovered
TXN100514,868.28,UPI,upi_timeout,0,19,4,61.8,0.65,1,Recovered
TXN100515,589.26,UPI,bank_timeout,1,5,3,69.3,0.47,0,Unrecovered
TXN100516,5771.03,Card,bank_timeout,2,9,5,45.3,0.4,0,Unrecovered
TXN100517,12196.0,NetBanking,upi_timeout,2,9,5,13.3,0.484,1,Recovered
TXN100518,14811.67,UPI,insufficient_funds,1,7,2,7.7,0.237,0,Unrecovered
TXN100519,2425.32,Wallet,card_declined,0,0,1,58.5,0.325,0,Unrecovered
TXN100520,8992.73,UPI,bank_timeout,0,12,1,41.7,0.705,0,Unrecovered
TXN100521,5836.57,Wallet,insufficient_funds,0,8,1,44.6,0.245,1,Recovered
TXN100522,14554.7,UPI,network_error,0,9,4,56.3,0.535,0,Unrecovered
TXN100523,12663.2,UPI,bank_timeout,1,14,0,50.7,0.62,1,Recovered
TXN100524,12607.1,Card,insufficient_funds,1,4,4,60.1,0.05,0,Unrecovered
TXN100525,7136.13,UPI,insufficient_funds,0,15,3,4.1,0.454,0,Unrecovered
TXN100526,6338.74,UPI,card_declined,0,12,5,53.8,0.405,0,Unrecovered
TXN100527,4245.7,UPI,card_declined,2,19,5,61.3,0.265,0,Unrecovered
TXN100528,1033.41,NetBanking,network_error,2,17,0,20.7,0.686,0,Unrecovered
TXN100529,12997.76,Card,insufficient_funds,0,10,3,46.1,0.175,0,Unrecovered
TXN100530,12230.75,UPI,authentication_failed,2,8,0,22.7,0.097,0,Unrecovered
TXN100531,14995.82,Card,insufficient_funds,3,15,5,69.0,0.05,0,Unrecovered
TXN100532,14950.22,Card,card_declined,0,1,4,2.5,0.403,1,Recovered
TXN100533,8419.94,UPI,authentication_failed,0,1,1,41.8,0.09,0,Unrecovered
TXN100534,11580.78,UPI,bank_timeout,1,11,5,12.1,0.6,1,Recovered
TXN100535,14182.48,UPI,bank_timeout,3,7,2,51.3,0.315,0,Unrecovered
TXN100536,12774.63,UPI,upi_timeout,2,8,1,12.7,0.571,1,Recovered
TXN100537,3860.0,Card,card_declined,0,11,5,17.0,0.505,0,Unrecovered
TXN100538,6867.5,UPI,upi_timeout,0,8,4,35.6,0.592,1,Recovered
TXN100539,2110.69,Card,authentication_failed,1,9,0,65.9,0.155,1,Recovered
TXN100540,14319.91,Card,card_declined,1,1,1,15.3,0.334,0,Unrecovered
TXN100541,9170.99,UPI,network_error,0,15,4,10.5,0.798,1,Recovered
TXN100542,3583.14,Card,insufficient_funds,2,19,3,54.7,0.115,0,Unrecovered
TXN100543,10140.84,UPI,network_error,1,6,2,36.1,0.48,0,Unrecovered
TXN100544,9347.92,Wallet,authentication_failed,2,1,1,65.7,0.05,0,Unrecovered
TXN100545,5500.17,Card,card_declined,2,0,0,10.6,0.337,0,Unrecovered
TXN100546,1879.77,NetBanking,authentication_failed,1,18,3,46.5,0.145,0,Unrecovered
TXN100547,10138.95,Card,insufficient_funds,0,3,4,16.8,0.161,0,Unrecovered
TXN100548,7900.07,UPI,bank_timeout,1,1,2,11.4,0.578,1,Recovered
TXN100549,11630.08,Card,bank_timeout,0,13,0,49.2,0.695,1,Recovered
TXN100550,7897.94,Wallet,authentication_failed,1,1,4,42.8,0.05,0,Unrecovered
TXN100551,12812.14,Card,upi_timeout,0,14,4,54.4,0.6,1,Recovered
TXN100552,8367.77,NetBanking,card_declined,1,11,1,22.4,0.498,1,Recovered
TXN100553,8501.44,NetBanking,card_declined,0,4,1,32.3,0.424,1,Recovered
TXN100554,13174.35,UPI,bank_timeout,0,19,0,29.3,0.754,1,Recovered
TXN100555,6170.95,UPI,network_error,0,6,5,70.9,0.515,0,Unrecovered
TXN100556,2182.56,Card,insufficient_funds,0,9,5,21.1,0.255,0,Unrecovered
TXN100557,625.01,UPI,network_error,1,13,4,21.3,0.659,1,Recovered
TXN100558,11375.79,NetBanking,network_error,1,13,1,25.6,0.662,0,Unrecovered
TXN100559,9380.2,Wallet,authentication_failed,1,4,2,40.7,0.05,0,Unrecovered
TXN100560,10620.08,UPI,bank_timeout,0,17,2,18.2,0.759,1,Recovered
TXN100561,3351.08,UPI,bank_timeout,0,13,4,65.9,0.645,1,Recovered
TXN100562,2217.43,NetBanking,bank_timeout,0,1,1,19.2,0.644,0,Unrecovered
TXN100563,414.28,UPI,authentication_failed,0,11,0,64.5,0.265,1,Recovered
TXN100564,5388.05,NetBanking,upi_timeout,2,5,0,7.5,0.628,1,Recovered
TXN100565,8930.37,UPI,network_error,0,3,0,47.3,0.595,0,Unrecovered
TXN100566,6004.6,Card,authentication_failed,0,12,2,65.3,0.23,1,Recovered
TXN100567,6674.07,UPI,card_declined,0,3,1,12.2,0.509,1,Recovered
TXN100568,13581.45,Card,insufficient_funds,0,13,1,69.7,0.27,0,Unrecovered
TXN100569,5353.53,Card,upi_timeout,1,15,2,32.7,0.656,0,Unrecovered
TXN100570,7806.56,Card,card_declined,1,3,0,68.1,0.315,1,Recovered
TXN100571,11797.85,UPI,network_error,0,0,0,48.8,0.5,1,Recovered
TXN100572,6068.23,Card,bank_timeout,0,12,4,21.8,0.721,1,Recovered
TXN100573,9406.51,NetBanking,network_error,0,3,5,13.6,0.602,1,Recovered
TXN100574,12962.85,UPI,authentication_failed,0,19,3,21.9,0.266,0,Unrecovered
TXN100575,14252.85,UPI,insufficient_funds,0,17,5,6.8,0.341,0,Unrecovered
TXN100576,2375.83,UPI,authentication_failed,3,5,1,10.4,0.058,0,Unrecovered
TXN100577,13913.42,Card,upi_timeout,1,2,1,7.6,0.587,0,Unrecovered
TXN100578,7482.81,Card,upi_timeout,1,12,1,30.5,0.672,1,Recovered
TXN100579,4021.28,Card,insufficient_funds,0,15,5,57.3,0.225,1,Recovered
TXN100580,6994.67,UPI,card_declined,0,4,3,10.3,0.484,0,Unrecovered
TXN100581,14704.46,UPI,card_declined,1,3,4,9.5,0.318,0,Unrecovered
TXN100582,7490.24,Card,upi_timeout,1,7,5,46.4,0.45,0,Unrecovered
TXN100583,5064.85,Card,upi_timeout,1,18,3,14.3,0.724,1,Recovered
TXN100584,9573.97,Wallet,bank_timeout,0,13,0,7.1,0.91,1,Recovered
TXN100585,3753.4,UPI,card_declined,1,6,0,12.1,0.5,1,Recovered
TXN100586,1321.85,Card,insufficient_funds,0,13,1,66.5,0.32,1,Recovered
TXN100587,2106.55,UPI,card_declined,2,5,2,59.2,0.215,0,Unrecovered
TXN100588,2094.21,UPI,bank_timeout,1,11,1,25.6,0.682,1,Recovered
TXN100589,2447.31,Card,authentication_failed,1,15,2,47.3,0.17,1,Recovered
TXN100590,2253.78,Card,upi_timeout,0,16,3,38.7,0.682,1,Recovered
TXN100591,9684.59,Wallet,upi_timeout,1,12,0,48.8,0.65,1,Recovered
TXN100592,2891.01,UPI,bank_timeout,0,13,5,49.2,0.62,1,Recovered
TXN100593,5315.22,UPI,insufficient_funds,0,6,2,45.3,0.19,1,Recovered
TXN100594,13472.37,Card,upi_timeout,0,13,3,19.2,0.724,1,Recovered
TXN100595,7214.11,Card,network_error,1,14,0,2.9,0.856,1,Recovered
TXN100596,10079.52,UPI,upi_timeout,0,11,5,32.9,0.576,0,Unrecovered
TXN100597,2749.51,UPI,network_error,0,16,2,64.2,0.7,1,Recovered
TXN100598,3045.07,UPI,bank_timeout,2,8,1,41.0,0.485,0,Unrecovered
TXN100599,803.9,NetBanking,bank_timeout,0,14,1,59.9,0.725,1,Recovered
TXN100600,2699.41,UPI,upi_timeout,1,11,1,71.4,0.61,0,Unrecovered
TXN100601,4322.42,UPI,card_declined,0,1,3,11.9,0.431,0,Unrecovered
TXN100602,2818.93,UPI,network_error,0,4,1,49.8,0.585,0,Unrecovered
TXN100603,1511.89,UPI,insufficient_funds,2,12,4,48.6,0.07,0,Unrecovered
TXN100604,1984.53,UPI,upi_timeout,0,19,0,70.6,0.75,1,Recovered
TXN100605,7018.99,Card,insufficient_funds,1,7,3,71.0,0.1,1,Recovered
TXN100606,3252.95,UPI,upi_timeout,1,13,5,49.5,0.54,1,Recovered
TXN100607,5590.56,NetBanking,card_declined,1,14,1,17.6,0.557,1,Recovered
TXN100608,7650.08,UPI,card_declined,1,10,0,57.5,0.42,0,Unrecovered
TXN100609,10417.53,Card,card_declined,0,0,2,7.8,0.411,0,Unrecovered
TXN100610,780.86,NetBanking,authentication_failed,0,2,1,56.2,0.105,0,Unrecovered
TXN100611,12031.07,Card,card_declined,1,16,0,65.5,0.42,0,Unrecovered
TXN100612,9492.55,Card,bank_timeout,1,18,4,27.6,0.632,1,Recovered
TXN100613,1409.12,UPI,bank_timeout,2,13,2,45.4,0.535,0,Unrecovered
TXN100614,13128.84,UPI,authentication_failed,2,7,4,31.0,0.05,0,Unrecovered
TXN100615,13828.83,Card,network_error,2,12,5,31.6,0.437,1,Recovered
TXN100616,1103.01,Wallet,insufficient_funds,1,19,0,22.4,0.358,0,Unrecovered
TXN100617,4297.07,Card,upi_timeout,0,2,4,54.9,0.48,0,Unrecovered
TXN100618,12131.59,Card,upi_timeout,2,4,5,67.4,0.275,0,Unrecovered
TXN100619,11273.99,Card,authentication_failed,1,8,0,67.7,0.09,0,Unrecovered
TXN100620,2930.1,Card,bank_timeout,0,5,0,12.7,0.762,1,Recovered
TXN100621,3297.58,UPI,upi_timeout,2,1,4,63.0,0.305,1,Recovered
TXN100622,5682.36,Card,bank_timeout,2,12,0,53.1,0.57,0,Unrecovered
TXN100623,7370.42,Wallet,network_error,1,4,1,18.3,0.614,0,Unrecovered
TXN100624,9349.79,UPI,insufficient_funds,0,7,0,4.9,0.43,0,Unrecovered
TXN100625,5659.29,Card,network_error,0,0,3,19.4,0.578,0,Unrecovered
TXN100626,7044.98,UPI,authentication_failed,2,19,5,65.7,0.05,0,Unrecovered
TXN100627,11262.32,Card,card_declined,2,11,0,45.6,0.305,0,Unrecovered
TXN100628,741.95,UPI,card_declined,0,10,3,51.9,0.425,1,Recovered
TXN100629,3935.32,Card,card_declined,0,6,0,18.6,0.547,0,Unrecovered
TXN100630,10757.29,NetBanking,network_error,2,14,0,51.8,0.54,1,Recovered
TXN100631,13448.96,UPI,upi_timeout,0,10,4,2.1,0.74,1,Recovered
TXN100632,7772.34,Card,insufficient_funds,1,15,1,27.1,0.31,0,Unrecovered
TXN100633,8074.81,NetBanking,card_declined,3,2,5,45.2,0.05,0,Unrecovered
TXN100634,1785.25,Wallet,authentication_failed,0,19,1,10.6,0.422,0,Unrecovered
TXN100635,6821.15,UPI,authentication_failed,1,13,2,59.3,0.165,1,Recovered
TXN100636,8082.27,UPI,card_declined,0,2,4,17.0,0.395,0,Unrecovered
TXN100637,3787.81,UPI,card_declined,0,0,4,47.0,0.25,0,Unrecovered
