transaction_id,amount,payment_method,failure_reason,previous_attempts,recovery_probability,recommended_action,diagnosis,decision_reason,recovered,recovered_amount,simulation_note
TXN100224,4124.26,UPI,upi_timeout,3,0.179,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100225,3810.29,Card,authentication_failed,1,0.279,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100226,14600.53,UPI,insufficient_funds,0,0.674,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100227,6017.24,UPI,network_error,2,0.337,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100228,13402.18,Wallet,upi_timeout,2,0.773,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100229,9540.48,UPI,insufficient_funds,0,0.602,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100230,11963.0,NetBanking,authentication_failed,1,0.693,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100231,7638.53,UPI,bank_timeout,2,0.307,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100232,8737.75,UPI,network_error,1,0.216,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100233,7488.75,UPI,card_declined,0,0.551,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100234,3088.79,Card,upi_timeout,2,0.709,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,3088.79,Synthetic outcome; no real payment was processed.
TXN100235,10892.01,UPI,insufficient_funds,1,0.536,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100236,4354.71,NetBanking,bank_timeout,0,0.726,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4354.71,Synthetic outcome; no real payment was processed.
TXN100237,558.9,Card,card_declined,0,0.589,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,1,558.9,Synthetic outcome; no real payment was processed.
TXN100238,9752.64,Wallet,insufficient_funds,0,0.052,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100239,2820.42,UPI,insufficient_funds,0,0.289,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,2820.42,Synthetic outcome; no real payment was processed.
TXN100240,14118.73,NetBanking,card_declined,2,0.316,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100241,14318.1,NetBanking,bank_timeout,0,0.782,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100242,13739.91,NetBanking,authentication_failed,0,0.279,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100243,5677.72,NetBanking,bank_timeout,1,0.798,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5677.72,Synthetic outcome; no real payment was processed.
TXN100244,427.77,NetBanking,network_error,0,0.377,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,427.77,Synthetic outcome; no real payment was processed.
TXN100245,13939.04,Card,upi_timeout,3,0.208,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100246,6536.55,UPI,card_declined,0,0.218,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100247,14506.46,UPI,authentication_failed,0,0.06,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100248,14461.54,Wallet,card_declined,0,0.168,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100249,12824.39,Card,card_declined,0,0.542,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100250,4557.14,NetBanking,bank_timeout,0,0.415,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,4557.14,Synthetic outcome; no real payment was processed.
TXN100251,5898.83,Card,upi_timeout,1,0.419,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,5898.83,Synthetic outcome; no real payment was processed.
TXN100252,12796.67,UPI,network_error,3,0.175,STOP,Temporary network issue. A controlled retry is appropriate.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100253,4889.76,UPI,insufficient_funds,0,0.109,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100254,2707.66,Card,insufficient_funds,1,0.209,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100255,8440.22,UPI,card_declined,1,0.575,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100256,14055.03,UPI,upi_timeout,2,0.681,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100257,10500.94,Card,authentication_failed,0,0.146,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100258,8636.48,UPI,bank_timeout,0,0.314,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100259,1637.31,Card,upi_timeout,0,0.685,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,1637.31,Synthetic outcome; no real payment was processed.
TXN100260,9301.72,UPI,upi_timeout,1,0.447,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100261,14852.79,NetBanking,bank_timeout,2,0.599,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100262,2272.38,UPI,card_declined,0,0.614,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,2272.38,Synthetic outcome; no real payment was processed.
TXN100263,7870.8,Card,upi_timeout,0,0.147,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100264,13185.0,UPI,insufficient_funds,2,0.093,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100265,11163.12,UPI,bank_timeout,2,0.828,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100266,10515.53,UPI,authentication_failed,3,0.1,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100267,10596.47,Card,network_error,2,0.522,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100268,5519.83,Card,card_declined,0,0.656,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,5519.83,Synthetic outcome; no real payment was processed.
TXN100269,4544.45,UPI,bank_timeout,1,0.619,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4544.45,Synthetic outcome; no real payment was processed.
TXN100270,12178.35,Card,network_error,1,0.812,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100271,12189.49,NetBanking,network_error,0,0.801,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100272,13032.54,NetBanking,authentication_failed,1,0.215,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100273,13715.87,UPI,upi_timeout,1,0.383,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100274,7767.38,Card,authentication_failed,0,0.582,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100275,7621.94,UPI,upi_timeout,2,0.412,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100276,12014.57,UPI,upi_timeout,1,0.616,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100277,9819.12,Wallet,bank_timeout,3,0.578,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100278,10588.81,UPI,bank_timeout,0,0.82,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100279,11977.53,Card,card_declined,0,0.284,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100280,13371.97,Card,upi_timeout,1,0.791,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100281,5201.67,Card,network_error,0,0.652,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,1,5201.67,Synthetic outcome; no real payment was processed.
TXN100282,5758.0,Card,insufficient_funds,1,0.275,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100283,1590.03,UPI,card_declined,2,0.661,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,1590.03,Synthetic outcome; no real payment was processed.
TXN100284,8758.12,UPI,bank_timeout,0,0.377,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100285,730.98,Card,authentication_failed,1,0.102,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100286,7090.32,UPI,card_declined,1,0.192,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100287,8230.68,UPI,card_declined,0,0.347,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100288,4440.1,UPI,card_declined,3,0.681,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100289,8943.92,UPI,card_declined,2,0.406,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100290,650.43,UPI,insufficient_funds,1,0.309,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,1,650.43,Synthetic outcome; no real payment was processed.
TXN100291,751.79,UPI,authentication_failed,1,0.228,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,751.79,Synthetic outcome; no real payment was processed.
TXN100292,12374.31,Card,authentication_failed,1,0.147,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100293,5530.18,Card,authentication_failed,2,0.082,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100294,2079.62,NetBanking,upi_timeout,1,0.711,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,2079.62,Synthetic outcome; no real payment was processed.
TXN100295,7928.72,UPI,network_error,1,0.562,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100296,11595.67,UPI,authentication_failed,2,0.082,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100297,3393.37,UPI,card_declined,0,0.657,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,3393.37,Synthetic outcome; no real payment was processed.
TXN100298,9418.4,Card,card_declined,2,0.409,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100299,1462.23,Card,authentication_failed,0,0.629,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,1462.23,Synthetic outcome; no real payment was processed.
TXN100300,963.94,UPI,authentication_failed,0,0.047,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100301,8063.58,Wallet,card_declined,0,0.323,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100302,8200.94,UPI,upi_timeout,3,0.763,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100303,9633.6,Card,bank_timeout,2,0.268,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100304,10945.88,Card,bank_timeout,1,0.782,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100305,14642.59,NetBanking,authentication_failed,1,0.06,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100306,7840.76,Card,insufficient_funds,1,0.199,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100307,4979.08,NetBanking,authentication_failed,3,0.143,STOP,Authentication failed. Customer action is required before another attempt.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100308,11968.55,UPI,authentication_failed,1,0.493,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100309,4207.59,NetBanking,bank_timeout,0,0.803,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4207.59,Synthetic outcome; no real payment was processed.
TXN100310,6696.22,UPI,card_declined,0,0.362,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100311,1360.23,NetBanking,authentication_failed,2,0.043,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100312,574.22,Card,card_declined,1,0.667,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,1,574.22,Synthetic outcome; no real payment was processed.
TXN100313,14447.16,NetBanking,card_declined,0,0.205,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100314,12572.34,Card,insufficient_funds,0,0.192,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100315,10500.11,Card,card_declined,2,0.133,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100316,6251.91,Card,bank_timeout,0,0.436,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,6251.91,Synthetic outcome; no real payment was processed.
TXN100317,2763.93,Card,upi_timeout,1,0.319,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100318,2514.42,UPI,upi_timeout,3,0.154,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100319,3902.85,UPI,network_error,0,0.446,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,3902.85,Synthetic outcome; no real payment was processed.
TXN100320,8328.1,UPI,authentication_failed,0,0.141,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100321,10775.73,UPI,bank_timeout,1,0.813,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100322,9970.58,NetBanking,card_declined,2,0.148,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100323,4342.3,UPI,upi_timeout,1,0.627,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,4342.3,Synthetic outcome; no real payment was processed.
TXN100324,14331.96,Wallet,bank_timeout,3,0.385,STOP,Temporary bank-side timeout. A controlled retry may recover the payment.,Retry limit reached. Further automated attempts are blocked.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100325,11120.61,UPI,upi_timeout,0,0.407,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100326,8403.99,UPI,card_declined,1,0.677,RETRY,Card issuer declined the transaction. Customer may need to use another payment method.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100327,9253.08,NetBanking,upi_timeout,1,0.825,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,9253.08,Synthetic outcome; no real payment was processed.
TXN100328,6409.5,Card,authentication_failed,2,0.065,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100329,3865.67,Card,authentication_failed,0,0.689,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100330,5467.75,Card,network_error,2,0.424,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,5467.75,Synthetic outcome; no real payment was processed.
TXN100331,11415.88,Card,network_error,1,0.385,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100332,412.04,UPI,upi_timeout,0,0.448,MESSAGE,Temporary UPI/network timeout. A delayed retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,412.04,Synthetic outcome; no real payment was processed.
TXN100333,1916.99,Wallet,bank_timeout,0,0.862,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,1916.99,Synthetic outcome; no real payment was processed.
TXN100334,879.89,Wallet,authentication_failed,2,0.062,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100335,801.83,Card,bank_timeout,0,0.68,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,801.83,Synthetic outcome; no real payment was processed.
TXN100336,12860.67,UPI,bank_timeout,0,0.723,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100337,10613.84,Card,upi_timeout,0,0.233,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100338,7217.25,UPI,bank_timeout,2,0.726,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7217.25,Synthetic outcome; no real payment was processed.
TXN100339,1647.04,UPI,authentication_failed,1,0.079,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100340,7475.41,UPI,card_declined,2,0.285,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100341,7206.86,Card,network_error,0,0.588,MESSAGE,Temporary network issue. A controlled retry is appropriate.,Recovery probability is moderate; customer intervention is safer.,1,7206.86,Synthetic outcome; no real payment was processed.
TXN100342,2762.56,NetBanking,card_declined,1,0.281,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100343,6620.44,Card,bank_timeout,1,0.519,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,6620.44,Synthetic outcome; no real payment was processed.
TXN100344,6097.27,Card,card_declined,2,0.388,MESSAGE,Card issuer declined the transaction. Customer may need to use another payment method.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100345,9314.2,UPI,authentication_failed,2,0.07,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100346,9599.02,UPI,authentication_failed,0,0.088,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100347,869.54,UPI,bank_timeout,1,0.77,RETRY,Temporary bank-side timeout. A controlled retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,869.54,Synthetic outcome; no real payment was processed.
TXN100348,5743.64,Wallet,upi_timeout,0,0.735,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,5743.64,Synthetic outcome; no real payment was processed.
TXN100349,9462.35,UPI,card_declined,1,0.181,STOP,Card issuer declined the transaction. Customer may need to use another payment method.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100350,7645.92,NetBanking,upi_timeout,0,0.748,RETRY,Temporary UPI/network timeout. A delayed retry may recover the payment.,Temporary technical failure with a strong recovery probability.,1,7645.92,Synthetic outcome; no real payment was processed.
TXN100351,12875.91,Card,upi_timeout,0,0.299,STOP,Temporary UPI/network timeout. A delayed retry may recover the payment.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100352,9948.32,UPI,insufficient_funds,0,0.332,MESSAGE,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100353,2610.59,Card,bank_timeout,1,0.581,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,2610.59,Synthetic outcome; no real payment was processed.
TXN100354,1243.49,Card,network_error,0,0.271,STOP,Temporary network issue. A controlled retry is appropriate.,"Recovery probability is low, so another automated attempt is not justified.",0,0.0,Synthetic outcome; no real payment was processed.
TXN100355,9707.45,NetBanking,authentication_failed,1,0.105,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100356,591.39,Wallet,authentication_failed,0,0.093,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,1,591.39,Synthetic outcome; no real payment was processed.
TXN100357,8869.06,UPI,bank_timeout,0,0.549,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100358,14115.35,UPI,network_error,2,0.795,RETRY,Temporary network issue. A controlled retry is appropriate.,Temporary technical failure with a strong recovery probability.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100359,8716.59,Card,authentication_failed,0,0.146,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
TXN100360,5944.3,Wallet,bank_timeout,0,0.594,MESSAGE,Temporary bank-side timeout. A controlled retry may recover the payment.,Recovery probability is moderate; customer intervention is safer.,1,5944.3,Synthetic outcome; no real payment was processed.
TXN100361,9720.31,UPI,authentication_failed,1,0.167,MESSAGE,Authentication failed. Customer action is required before another attempt.,Customer action is required before another payment attempt.,0,0.0,Synthetic outcome; no real payment was processed.
