timestamp,transaction_id,recovery_probability,diagnosis,recommended_action,decision_reason,previous_attempts,outcome,recovered_amount
2026-09-04T17:50:07,TXN100543,0.5,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100544,0.023,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:07,TXN100545,0.439,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:07,TXN100546,0.171,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100547,0.095,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100548,0.785,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,7900.07
2026-09-04T17:50:07,TXN100549,0.763,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100550,0.032,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100551,0.625,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100552,0.684,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100553,0.45,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100554,0.913,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100555,0.292,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100556,0.163,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Recovered,2182.56
2026-09-04T17:50:07,TXN100557,0.772,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,625.01
2026-09-04T17:50:07,TXN100558,0.433,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100559,0.056,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100560,0.882,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,10620.08
2026-09-04T17:50:07,TXN100561,0.667,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,3351.08
2026-09-04T17:50:07,TXN100562,0.351,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Recovered,2217.43
2026-09-04T17:50:07,TXN100563,0.632,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Recovered,414.28
2026-09-04T17:50:07,TXN100564,0.786,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,5388.05
2026-09-04T17:50:07,TXN100565,0.335,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100566,0.262,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100567,0.487,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100568,0.165,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100569,0.709,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,5353.53
2026-09-04T17:50:07,TXN100570,0.532,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100571,0.615,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100572,0.875,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,6068.23
2026-09-04T17:50:07,TXN100573,0.615,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100574,0.288,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100575,0.065,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100576,0.09,Authentication failed. Customer action is required before another attempt.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:07,TXN100577,0.632,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100578,0.783,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,7482.81
2026-09-04T17:50:07,TXN100579,0.585,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100580,0.296,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100581,0.254,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100582,0.25,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Very low recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100583,0.831,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,5064.85
2026-09-04T17:50:07,TXN100584,0.859,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,9573.97
2026-09-04T17:50:07,TXN100585,0.598,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100586,0.452,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Recovered,1321.85
2026-09-04T17:50:07,TXN100587,0.288,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:07,TXN100588,0.845,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,2094.21
2026-09-04T17:50:07,TXN100589,0.617,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100590,0.853,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2253.78
2026-09-04T17:50:07,TXN100591,0.82,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,9684.59
2026-09-04T17:50:07,TXN100592,0.703,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2891.01
2026-09-04T17:50:07,TXN100593,0.504,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100594,0.874,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100595,0.818,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,7214.11
2026-09-04T17:50:07,TXN100596,0.341,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100597,0.718,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2749.51
2026-09-04T17:50:07,TXN100598,0.316,Temporary bank-side timeout. A controlled retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,2,Recovered,3045.07
2026-09-04T17:50:07,TXN100599,0.821,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,803.9
2026-09-04T17:50:07,TXN100600,0.632,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,2699.41
2026-09-04T17:50:07,TXN100601,0.271,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100602,0.364,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Recovered,2818.93
2026-09-04T17:50:07,TXN100603,0.129,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:07,TXN100604,0.796,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,1984.53
2026-09-04T17:50:07,TXN100605,0.628,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100606,0.724,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,3252.95
2026-09-04T17:50:07,TXN100607,0.704,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,1,Recovered,5590.56
2026-09-04T17:50:07,TXN100608,0.296,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100609,0.314,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:07,TXN100610,0.153,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Recovered,780.86
2026-09-04T17:50:07,TXN100611,0.392,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:07,TXN100612,0.869,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,9492.55
2026-09-04T17:50:07,TXN100613,0.452,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,1409.12
2026-09-04T17:50:08,TXN100614,0.106,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100615,0.77,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100616,0.176,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Recovered,1103.01
2026-09-04T17:50:08,TXN100617,0.285,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Recovered,4297.07
2026-09-04T17:50:08,TXN100618,0.148,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Very low recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100619,0.177,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100620,0.763,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2930.1
2026-09-04T17:50:08,TXN100621,0.634,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,3297.58
2026-09-04T17:50:08,TXN100622,0.405,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,5682.36
2026-09-04T17:50:08,TXN100623,0.297,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100624,0.341,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100625,0.314,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Recovered,5659.29
2026-09-04T17:50:08,TXN100626,0.037,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100627,0.318,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100628,0.57,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100629,0.386,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100630,0.622,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100631,0.839,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100632,0.188,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100633,0.133,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:08,TXN100634,0.084,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Recovered,1785.25
2026-09-04T17:50:08,TXN100635,0.209,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100636,0.29,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100637,0.234,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100638,0.135,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100639,0.147,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100640,0.183,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:08,TXN100641,0.241,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100642,0.338,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100643,0.405,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,5046.29
2026-09-04T17:50:08,TXN100644,0.401,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,1971.6
2026-09-04T17:50:08,TXN100645,0.725,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100646,0.109,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100647,0.359,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100648,0.133,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100649,0.29,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100650,0.658,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,1485.51
2026-09-04T17:50:08,TXN100651,0.08,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100652,0.766,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,8884.84
2026-09-04T17:50:08,TXN100653,0.379,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100654,0.347,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100655,0.111,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Recovered,2087.32
2026-09-04T17:50:08,TXN100656,0.802,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4399.17
2026-09-04T17:50:08,TXN100657,0.187,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100658,0.757,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100659,0.86,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,8647.09
2026-09-04T17:50:08,TXN100660,0.771,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,5469.59
2026-09-04T17:50:08,TXN100661,0.458,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100662,0.521,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,9165.07
2026-09-04T17:50:08,TXN100663,0.535,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100664,0.046,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100665,0.761,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,2461.47
2026-09-04T17:50:08,TXN100666,0.828,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,3839.42
2026-09-04T17:50:08,TXN100667,0.833,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,2577.25
2026-09-04T17:50:08,TXN100668,0.157,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100669,0.747,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,4418.69
2026-09-04T17:50:08,TXN100670,0.515,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,2765.1
2026-09-04T17:50:08,TXN100671,0.773,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100672,0.822,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,1386.54
2026-09-04T17:50:08,TXN100673,0.845,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Recovered,7962.29
2026-09-04T17:50:08,TXN100674,0.448,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,6273.28
2026-09-04T17:50:08,TXN100675,0.311,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100676,0.355,Temporary network issue. A controlled retry is appropriate.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,2,Recovered,1857.29
2026-09-04T17:50:08,TXN100677,0.191,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100678,0.731,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100679,0.334,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100680,0.54,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100681,0.736,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,1,Recovered,4016.22
2026-09-04T17:50:08,TXN100682,0.588,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Recovered,2728.31
2026-09-04T17:50:08,TXN100683,0.127,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100684,0.836,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100685,0.544,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100686,0.096,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100687,0.591,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4342.97
2026-09-04T17:50:08,TXN100688,0.764,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100689,0.175,Authentication failed. Customer action is required before another attempt.,MESSAGE,Customer authentication is required.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100690,0.53,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4989.78
2026-09-04T17:50:08,TXN100691,0.634,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,2,Not recovered,0.0
2026-09-04T17:50:08,TXN100692,0.249,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Very low recovery probability.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100693,0.352,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:08,TXN100694,0.728,Temporary UPI/network timeout. A delayed retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,1898.7
2026-09-04T17:50:08,TXN100695,0.139,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:08,TXN100696,0.447,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4471.02
2026-09-04T17:50:09,TXN100697,0.277,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100698,0.778,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,1,Recovered,2483.72
2026-09-04T17:50:09,TXN100699,0.365,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,2,Not recovered,0.0
2026-09-04T17:50:09,TXN100700,0.526,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,8081.86
2026-09-04T17:50:09,TXN100701,0.064,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100702,0.392,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100703,0.747,Temporary UPI/network timeout. A delayed retry may recover the payment.,STOP,Maximum retry limit reached.,3,Not recovered,0.0
2026-09-04T17:50:09,TXN100704,0.304,Card issuer declined the transaction. Customer may need to use another payment method.,STOP,Low recovery probability for the current payment attempt.,1,Not recovered,0.0
2026-09-04T17:50:09,TXN100705,0.632,Temporary network issue. A controlled retry is appropriate.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100706,0.76,Temporary bank-side timeout. A controlled retry may recover the payment.,RETRY,Temporary technical failure with reasonable recovery probability.,0,Recovered,4970.16
2026-09-04T17:50:09,TXN100707,0.723,Card issuer declined the transaction. Customer may need to use another payment method.,MESSAGE,Customer should retry using the same or another payment method.,0,Not recovered,0.0
2026-09-04T17:50:09,TXN100708,0.364,Temporary UPI/network timeout. A delayed retry may recover the payment.,MESSAGE,Technical failure has moderate recovery potential; customer notification is safer.,1,Recovered,3967.94
2026-09-04T17:50:09,TXN100709,0.526,Customer may not have sufficient funds. Customer notification is preferable to repeated retries.,MESSAGE,Customer should resolve the balance before another payment attempt.,0,Not recovered,0.0
